"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SGSH",-0.352383965819357,7.19025246031707,-2.98410910259063,0.00474233307999097,0.0256454322869415,-2.6577899135042
"MFSD2A",-0.359738812367742,6.68590320878049,-2.98368636607361,0.00474771817623235,0.025667224328144,-2.65883589899412
"NEDD9",0.757696320674194,8.69496095812195,2.98341438735411,0.00475118585097602,0.0256786408806461,-2.65950881115215
"ARHGEF10",0.556724829545162,8.00791747985366,2.98318844087594,0.00475406842956819,0.0256868895632418,-2.66006780337794
"ROGDI",-0.307710038909677,7.42964344129268,-2.98138178725119,0.00477717639053194,0.025804382910409,-2.66453649204578
"UQCRC2",0.338123068903229,11.2435735217073,2.98114344792215,0.00478023271488378,0.0258126643305861,-2.66512588547961
"DES",-0.228530015741935,5.81745821948781,-2.98104968709333,0.00478143555136213,0.0258126643305861,-2.665357739955
"CDC20",0.684531424180648,7.06513203363415,2.98028567020656,0.00479124753351367,0.0258520124381798,-2.667246848309
"ATAD5",0.273147391054842,5.66877373646341,2.98026957724848,0.00479145441218772,0.0258520124381798,-2.66728663641646
"LRRIQ1",-0.486920432254837,4.78957339568293,-2.98010778655985,0.0047935347340313,0.0258558703483579,-2.66768663881864
"PIP",-0.956921186922578,7.51773379312195,-2.97935497062336,0.0048032256625271,0.0259007652610872,-2.66954767604793
"CDC14B",-0.315434173680647,7.57104044673171,-2.97919132730068,0.00480533465632325,0.0259047616628095,-2.66995217893838
"RSRC2",0.402967240709678,10.5117105328537,2.97733903356061,0.00482926715090538,0.0260263691815157,-2.67452978845389
"APOA1",-0.23778850723226,5.92215433685366,-2.9771392805588,0.00483185471597716,0.0260329060060243,-2.67502333259318
"FHL1",-0.775504232774193,8.57381722107317,-2.97696799032233,0.00483407461438059,0.0260374587733617,-2.6754465347685
"MORN1",-0.245043769199999,6.94273113797561,-2.97595421038516,0.00484723265050643,0.0261009075732985,-2.67795093294123
"PIGX",0.616053348312906,6.28250953739024,2.97540291489646,0.004854402099918,0.0261320827084273,-2.67931259918573
"KDM5C",-0.216469327509676,7.5270307292439,-2.9750496455229,0.00485900149682476,0.0261494090215593,-2.68018506767411
"TSPAN9",0.43513175753226,8.02228948707317,2.97398430302638,0.00487289648525048,0.0262167368288845,-2.68281573772096
"PSD4",-0.495149078232256,7.55510095982927,-2.9738760923899,0.00487430993027241,0.026216893342658,-2.68308291033367
"PIAS1",0.452263743999998,9.3669976357561,2.97358022642449,0.0048781764869679,0.0262302402925037,-2.68381337296468
"PPP3CA",-0.48606500596774,9.74122173351219,-2.97346827162243,0.00487964033003533,0.0262306638007974,-2.68408976565277
"OCIAD2",0.487038491658067,10.3388056642439,2.97251720313891,0.00489209245330649,0.0262901381613843,-2.68643748203394
"PGM3",0.496158963074197,7.68949101553659,2.97236448413484,0.00489409474113262,0.0262934372220055,-2.68681442444844
"ARHGAP1",-0.275958047774191,10.4160949201463,-2.97135694020804,0.0049073238359294,0.0263570331267246,-2.68930094080231
"DTWD2",-0.168892120900001,7.90124232521951,-2.97074549323866,0.00491536849159654,0.026392755456154,-2.69080966521316
"ZFP1",0.473324965425808,6.64694870070732,2.97005428577483,0.00492447741646507,0.0264341704401971,-2.69251495499756
"NOL10",0.317908006932258,8.9716241707561,2.96971038695576,0.00492901530132684,0.0264510319570778,-2.69336329840517
"ADGRL4",0.725341351235484,6.1145275032439,2.96948306607092,0.00493201704360204,0.0264596427115398,-2.69392402792969
"MAPKAPK5",0.432906696754839,7.26363633714634,2.96885631308202,0.00494030210820347,0.0264965849122507,-2.69546988822093
"TTC30B",-0.706185914512904,4.99690982234146,-2.96821915987821,0.00494873801907046,0.0265343150071224,-2.69704118457602
"MYDGF",0.374691947422582,9.94164368046341,2.96785167925692,0.00495360959885734,0.0265529177988,-2.69794733706207
"TBRG4",0.352694161496776,6.07870826787805,2.96768539705412,0.00495581542809843,0.0265572248379536,-2.69835734043558
