"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"Nox3",0.776545194449744,4.61360180798979,4.57926592342531,0.00306463552110046,0.766093052588838,-1.86882597955466,"UP"
"Marcksl1-ps4",0.646832017724908,6.71136510403184,4.578273335044,0.00306805295191727,0.766093052588838,-1.8694267343424,"NOT"
"Nr1d1",-2.87646221366631,8.36575248599175,-4.57765065682024,0.00307019896946322,0.766093052588838,-1.86980369185275,"DOWN"
"Gm3259",3.4457084206193,1.7369645812195,4.57175027074344,0.00309061750608684,0.766093052588838,-1.87337901817161,"UP"
"Gm13369",-0.600851463508947,5.01981687542894,-4.53632437860451,0.00321643887698979,0.766093052588838,-1.89497290753266,"NOT"
"Tnc",0.697941281454383,5.06337278910159,4.51731729689276,0.00328629137073445,0.766093052588838,-1.90664930588498,"NOT"
"Gm19912",-0.686437548915567,6.73932313174036,-4.51348064006417,0.00330059541651791,0.766093052588838,-1.90901394331163,"NOT"
"Tekt2",0.670187763511166,6.14404806198516,4.48787171881745,0.00339786702250118,0.766093052588838,-1.92486398792892,"NOT"
"Olfr406-ps",-0.721974082491538,3.29827649846686,-4.4868860282726,0.00340167429451411,0.766093052588838,-1.925476377056,"DOWN"
"Dnase2b",-0.709527670518947,9.2551222968009,-4.48379436995064,0.00341364680209051,0.766093052588838,-1.92739827787265,"DOWN"
"Vill",0.890844010618922,5.88288919157069,4.48251771625972,0.00341860434797177,0.766093052588838,-1.92819239241798,"UP"
"Gm5945",-1.06977582224723,3.47199801400879,-4.45537464080381,0.00352592715240774,0.766093052588838,-1.94514471470262,"DOWN"
"9830107B12Rik",0.564103032046062,4.80392236461855,4.44874415817102,0.00355271026477152,0.766093052588838,-1.94930576424202,"NOT"
"Slc2a5",-1.06340430112465,6.06710602055861,-4.44226178066968,0.0035791141399227,0.766093052588838,-1.9533814639451,"DOWN"
"Fam129b",0.863071416284208,7.09104136071183,4.43976808054238,0.00358932951382296,0.766093052588838,-1.95495134360576,"UP"
"Gm1614",-0.612202501708423,7.65470741775913,-4.43655968291725,0.00360252037237336,0.766093052588838,-1.95697279060544,"NOT"
"Tmx4",-0.719696265010221,7.87332807173424,-4.41516077095206,0.00369189049246427,0.766093052588838,-1.97050238107646,"DOWN"
"2210010C17Rik",-1.07690210015712,8.13572021900909,-4.40629447855174,0.0037296397909824,0.766093052588838,-1.97613227258473,"DOWN"
"Tifa",0.70094458850637,7.76307892282041,4.40582180929067,0.00373166425414303,0.766093052588838,-1.97643280437416,"UP"
"Bmpr1b",0.557603364756152,4.45211020428946,4.40143063867315,0.00375053034604836,0.766093052588838,-1.97922671722765,"NOT"
"Qpct",0.888068814496965,7.39931602458444,4.38288507446378,0.00383138711010623,0.766093052588838,-1.99106488119077,"UP"
"Tceal8",0.780203903291661,7.46874401653919,4.38036395166627,0.00384252779869092,0.766093052588838,-1.99267899120607,"UP"
"Rpp40",1.25816857291805,7.24714405341005,4.37194934731063,0.00387997286829379,0.766093052588838,-1.99807465376701,"UP"
"Wdr95",0.524253168533022,3.85339181500465,4.3666752977463,0.00390364910708109,0.766093052588838,-2.00146306278588,"NOT"
"9130221F21Rik",-0.792101140603225,3.59903716350947,-4.36629844074427,0.00390534702797408,0.766093052588838,-2.00170537485653,"DOWN"
"Hcn3",0.606890226623606,5.4374704705846,4.36503324838447,0.00391105332959565,0.766093052588838,-2.00251905889954,"NOT"
"Slc16a13",0.695786938825802,6.45640987121663,4.35935536996589,0.00393677618100204,0.766093052588838,-2.00617426100897,"NOT"
"Col4a2",0.811877562921142,7.28396665475769,4.35490598497024,0.00395706490432484,0.766093052588838,-2.00904270568143,"UP"
"Tas2r122",-0.593476694148645,2.85342883272699,-4.35311466523437,0.00396526591114702,0.766093052588838,-2.01019855773693,"NOT"
"Gpd1l",-0.633644835964841,8.13574619032965,-4.34809507628932,0.0039883473278431,0.766093052588838,-2.01344057127512,"NOT"
"Dleu2",-0.591633061408606,7.97288559333019,-4.34258296880839,0.00401386557412475,0.766093052588838,-2.0170059831081,"NOT"
"Tcf7l1",-0.604197894858868,6.89521866113273,-4.34249609330445,0.00401426921254096,0.766093052588838,-2.01706222142277,"NOT"
"Pik3c2g",-0.580002637640478,8.87277080240847,-4.33606749658199,0.00404426305752504,0.766093052588838,-2.02122755879936,"NOT"
"Cox7a1",-0.601483930922628,6.91476768034352,-4.33578307261725,0.00404559583033135,0.766093052588838,-2.02141202258733,"NOT"
"1700008I05Rik",0.670322572284049,4.64667472949546,4.32443073475264,0.00409919177223027,0.766093052588838,-2.02878669087412,"NOT"
"Polg2",-0.541401918209331,7.18260914584309,-4.31083109245282,0.00416443825752496,0.766093052588838,-2.03765233745613,"NOT"
"Acsm2",1.47317690889428,5.31484025305353,4.30489452109522,0.00419328077566773,0.766093052588838,-2.04153305296652,"UP"
"Fsd1l",0.629989735707553,4.57723929368881,4.30442074920801,0.00419559210946869,0.766093052588838,-2.04184303512265,"NOT"
"Olfr504",0.609060891080768,2.65897479443287,4.29354260970426,0.00424905295284132,0.766093052588838,-2.04897180913735,"NOT"
"Il10",0.699824990090813,5.09872326247181,4.29043096998883,0.00426448393150022,0.766093052588838,-2.05101497011381,"NOT"
"Olfr68",2.30110341840681,1.34777514912552,4.28819621025283,0.00427560473697704,0.766093052588838,-2.05248345678901,"UP"
"Snord87",-0.594496417218215,8.44465703335824,-4.28690931426722,0.00428202330208397,0.766093052588838,-2.05332950914117,"NOT"
"D030045P18Rik",0.694349099079846,3.15589835386002,4.28493793478119,0.00429187656815334,0.766093052588838,-2.05462615854496,"NOT"
"Pycr2",0.51889454475337,6.86934118355736,4.2755144303094,0.00433932565571244,0.766093052588838,-2.0608342618962,"NOT"
"2310015A10Rik",-0.791503549875324,6.10308803583505,-4.26200525021293,0.00440836539322228,0.766093052588838,-2.06976261357858,"DOWN"
"Gm19265",-0.590372807839503,4.57248123548055,-4.25392249089405,0.00445025515146437,0.766093052588838,-2.07512075917273,"NOT"
"1700085B03Rik",0.787500682554055,4.35133780566148,4.2490677463034,0.00447562751249406,0.766093052588838,-2.07834484849329,"UP"
"Foxp2",-0.726522706240255,6.19205818968125,-4.2367366685607,0.004540797749242,0.766093052588838,-2.08655374802243,"DOWN"
"Zfp943",-0.853450811009401,6.07129157906346,-4.21475025675291,0.00465962366595158,0.766093052588838,-2.10126056652559,"DOWN"
"Tle1",-0.604841641806426,7.88749682400988,-4.20426398325421,0.00471750768305982,0.766093052588838,-2.10830668823704,"NOT"
"Olfr492",0.774650453118104,4.25448937878704,4.20192043834581,0.00473055267901226,0.766093052588838,-2.10988421792363,"UP"
"Ly6a",2.18720080803509,11.2978950528392,4.19486083923497,0.00477009108785269,0.766093052588838,-2.11464252307681,"UP"
"Timm9",-0.662978209426035,8.20081221713899,-4.19401581396235,0.00477484827501368,0.766093052588838,-2.11521271245467,"NOT"
"Rad51l1",0.693797873569292,6.73218803937885,4.19230234659454,0.00478451062280047,0.766093052588838,-2.11636930311483,"NOT"
"Lrg1",0.654035979261463,11.1835904889518,4.18480919605585,0.00482702023624949,0.766093052588838,-2.12143365443994,"NOT"
"Slc16a8",0.615548720466564,5.65569350503499,4.1832744719532,0.0048357784556636,0.766093052588838,-2.12247222033833,"NOT"
"Gm5595",-0.660044104995674,5.63423683928947,-4.18165747020536,0.00484502525934868,0.766093052588838,-2.12356694331422,"NOT"
"Afmid",-0.536217338941141,10.6900597384171,-4.1813276329083,0.00484691383393317,0.766093052588838,-2.12379030611737,"NOT"
"Trim2",0.603147105381173,7.91854886742908,4.18086329353448,0.00484957391960585,0.766093052588838,-2.12410478715636,"NOT"
"Tmc7",-0.797200411410076,6.27004001304211,-4.17357702262965,0.00489152766103475,0.766093052588838,-2.12904483707047,"DOWN"
"4930473A06Rik",-0.609763933187462,7.26370132206279,-4.17256008199018,0.00489741502476576,0.766093052588838,-2.12973511133115,"NOT"
"Loxl4",0.935882860360624,6.66831559990462,4.17101100491008,0.00490639816940947,0.766093052588838,-2.13078696083821,"UP"
"Olfr582",0.760010290031266,1.74214667057077,4.16515095311096,0.00494054626026175,0.766093052588838,-2.13477012351916,"UP"
"C230066G23Rik",1.05408589354394,4.65213863101046,4.15600130168557,0.00499439125645835,0.766093052588838,-2.14100221890674,"UP"
"Tarsl2",-0.53226309895808,7.48706104182232,-4.15323835620545,0.00501077847588901,0.766093052588838,-2.14288724709213,"NOT"
"Tlcd1",-0.646599765170118,9.41595015477033,-4.14998441264449,0.00503015422632817,0.766093052588838,-2.14510910883603,"NOT"
"Zkscan14",-0.635412770425831,6.67805214496315,-4.14905057851747,0.00503573009105271,0.766093052588838,-2.14574711998159,"NOT"
"Slc13a5",1.81888303359152,6.52495580127117,4.14650404563368,0.00505097008268197,0.766093052588838,-2.14748779140888,"UP"
"3110035E14Rik",0.806457785069703,4.49422755723239,4.14396305858725,0.00506622779510191,0.766093052588838,-2.149225893863,"UP"
"6030498E09Rik",0.564977173109949,3.89115800554471,4.14105390973921,0.00508375886509662,0.766093052588838,-2.1512173279781,"NOT"
"Slc38a2",-0.55915760326179,10.1375341845687,-4.13100682117483,0.00514482287695738,0.766093052588838,-2.15810729934915,"NOT"
"Armcx3",0.590334258979765,6.80398440049031,4.13046781928968,0.00514812168183919,0.766093052588838,-2.15847746992981,"NOT"
"Aspn",-0.549981183407562,3.44449371045785,-4.11975502250081,0.0052141742731605,0.766093052588838,-2.1658461302824,"NOT"
"4831440E17Rik",-0.680049119831837,5.63499147346492,-4.10275527739047,0.00532092390852096,0.766093052588838,-2.17758391643999,"NOT"
"Col4a4",0.58749903726407,4.59949885237446,4.10219194671518,0.00532450248319834,0.766093052588838,-2.17797381915901,"NOT"
"Olfr875",0.853522418572813,4.05114152581871,4.09426777851429,0.00537512412402961,0.766093052588838,-2.18346484219139,"UP"
"LOC100503186",-0.499141320746312,7.15236041973755,-4.09101372227176,0.00539606586389813,0.766093052588838,-2.18572319338858,"NOT"
"6030443J06Rik",-0.480049592806384,5.22556757974341,-4.08094074340804,0.00546146540368406,0.766093052588838,-2.19272675377827,"NOT"
"Cox6b2",0.952285954546541,8.44373329541856,4.07777537857856,0.00548219737583323,0.766093052588838,-2.19493157392355,"UP"
"1700001P01Rik",0.536382924943957,4.32812922098701,4.07110810980451,0.00552615078074705,0.766093052588838,-2.19958189140235,"NOT"
"Gm6288",-0.712078385670242,5.08498348008779,-4.07066293376251,0.00552909941110527,0.766093052588838,-2.19989269746346,"DOWN"
"E330011O21Rik",-1.01959457048644,4.76994067972965,-4.06401550015729,0.00557333630694843,0.766093052588838,-2.20453820796853,"DOWN"
"Aqp7",0.555456759806503,6.34178678658588,4.06162324092751,0.00558935176771669,0.766093052588838,-2.20621208999688,"NOT"
"Zfp944",-0.484777013911037,5.99302095952389,-4.05709651378586,0.00561979623346491,0.766093052588838,-2.20938247415829,"NOT"
"Olfr1055",-0.520549505911217,2.83795364203584,-4.05702503185946,0.00562027845216956,0.766093052588838,-2.20943256943888,"NOT"
"Glt25d2",-0.918012457718158,5.32287755379463,-4.05516845418097,0.0056328189998135,0.766093052588838,-2.21073402139783,"DOWN"
"Pias2",-0.485617797610592,8.71743367364723,-4.05284552936365,0.0056485531347064,0.766093052588838,-2.21236331073518,"NOT"
"Gm6445",1.42118185558106,2.68008355966195,4.04788227740406,0.00568233431051777,0.766093052588838,-2.21584798067315,"UP"
"Gnpda1",-0.765709038519541,9.18814444976187,-4.03370768762547,0.00578004563933192,0.766093052588838,-2.22582590680581,"DOWN"
"Gm4956",-1.68317536164795,7.52315045939026,-4.03172504507853,0.00579386018551314,0.766093052588838,-2.22722462621104,"DOWN"
"7530414M10Rik",-0.468452484104427,5.99821924446756,-4.03080599909541,0.00580027623159422,0.766093052588838,-2.22787325330911,"NOT"
"Defb47",0.520263562065022,4.64777719027109,4.03029266514429,0.00580386333573866,0.766093052588838,-2.22823561524076,"NOT"
"Mszf78",-1.17485735878062,1.91728529646889,-4.0295543732519,0.00580902671111713,0.766093052588838,-2.22875686360854,"DOWN"
"Tmeff2",-0.90220233046226,4.96304446692782,-4.01991139327585,0.00587693458463985,0.766093052588838,-2.23557462378475,"DOWN"
"Neat1",0.754075920969678,9.70457755528171,4.01341508749352,0.00592317704265341,0.766093052588838,-2.24017772182582,"UP"
"Bmp6",-0.612128010224349,7.58995615900656,-4.01314938870498,0.00592507689243643,0.766093052588838,-2.2403661615338,"NOT"
"Tfdp2",-0.535928225153038,8.58122992794589,-4.01300161415556,0.00592613382918846,0.766093052588838,-2.24047097253995,"NOT"
"Olfr1297",-1.03804260119693,2.62416561535756,-4.01254630048736,0.00592939170557045,0.766093052588838,-2.24079393609691,"DOWN"
"Tmed8",0.550579721378668,7.2155030465291,4.0036034534115,0.00599378242975083,0.766093052588838,-2.24714538826789,"NOT"
"Rgag4",0.599174930528952,5.04054539360284,4.00101671481277,0.00601255126098683,0.766093052588838,-2.24898543682866,"NOT"
"Rab34",0.46727108334871,6.47667202252942,3.99990546571673,0.00602063416696415,0.766093052588838,-2.24977630846612,"NOT"
"Gas6",0.835859576139041,9.77131876993244,3.99726436005573,0.00603989298635793,0.766093052588838,-2.25165692974657,"UP"
"Gm11837",-1.04768869936001,5.84507242780257,-3.9972361098626,0.00604009935270513,0.766093052588838,-2.25167705281278,"DOWN"
"Sat2",0.481876305101684,8.32703697026436,3.99294940871179,0.00607150388899513,0.766093052588838,-2.25473232530444,"NOT"
"Gm10374",-0.583765704970427,7.04541498898021,-3.98610539504467,0.00612201763810016,0.766093052588838,-2.25961763906484,"NOT"
"Cyp2a5",0.574281152737051,8.15071422108652,3.98377354975604,0.00613933413288585,0.766093052588838,-2.26128419820059,"NOT"
"1700012L04Rik",-0.831452245647027,4.61156716532373,-3.9836553357115,0.00614021343961983,0.766093052588838,-2.2613687132483,"DOWN"
"Hsbp1l1",-1.15580608179231,6.6835644554367,-3.97596525324686,0.00619771395822643,0.766093052588838,-2.26687241207145,"DOWN"
"Chrna10",0.851398235658702,4.33304439416237,3.97428726374686,0.00621033948679831,0.766093052588838,-2.26807485037996,"UP"
"Sel1l3",0.462835154458181,7.41843722244415,3.96628099475448,0.00627097226135986,0.766093052588838,-2.27381961015159,"NOT"
"Lipt1",-0.497053598749926,7.67969622777466,-3.95130428852804,0.00638615437650594,0.766093052588838,-2.28459926020556,"NOT"
"Pih1d1",-0.463406897630114,7.92792884198855,-3.94937722971631,0.00640114357738224,0.766093052588838,-2.28598944354966,"NOT"
"Ces2h",0.754064556892773,5.31501152310061,3.94257796257135,0.00645434092468143,0.766093052588838,-2.29090020951209,"UP"
"Gm13558",-0.523012083351173,4.2408614130225,-3.94156214068197,0.00646233047178164,0.766093052588838,-2.29163465762989,"NOT"
"Tgm1",0.653480601721995,8.19136055959308,3.93907351071032,0.00648194993162221,0.766093052588838,-2.2934348067246,"NOT"
"Gm6600",-0.499295855447474,2.02204235415568,-3.9388019276743,0.00648409496565643,0.766093052588838,-2.29363132904694,"NOT"
"Zfp141",-0.610063767514748,7.93598838123779,-3.93790800046638,0.0064911609667017,0.766093052588838,-2.29427829201238,"NOT"
"Cxcl13",3.13722574586365,9.02773661689414,3.93591514934943,0.00650694393340574,0.766093052588838,-2.29572113993486,"UP"
"Ttll2",-0.732700214890061,5.25477850166707,-3.92134422419707,0.00662363636417467,0.766093052588838,-2.3062941504829,"DOWN"
"Tenc1",-0.609884857992874,8.65764659139735,-3.91985618961846,0.0066356826240808,0.766093052588838,-2.30737623088307,"NOT"
"4833418N02Rik",-0.771899213352372,5.75128336951782,-3.91964266053203,0.00663741321113315,0.766093052588838,-2.30753154200486,"DOWN"
"Ctsll3",0.621216968426013,5.82262474048847,3.9173227398799,0.00665624754240197,0.766093052588838,-2.30921951710744,"NOT"
"Acnat2",0.774639045179113,9.74598846674107,3.91324316565871,0.00668951067805976,0.766093052588838,-2.31219036159586,"UP"
"Odz4",0.730467272880441,4.52977884055632,3.90951838072849,0.00672004103438296,0.766093052588838,-2.31490567454031,"UP"
"Gin1",-0.451354819665553,7.75940608733343,-3.90470333849161,0.00675973547310113,0.766093052588838,-2.31841978025603,"NOT"
