"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"1110002E22Rik",0.302089580221762,4.49186585205934,2.55966283241181,0.0399623552125575,0.84063591965736,-3.47487319312679,"NOT"
"Tmem44",0.433132370195165,5.78269208538801,2.55851620647379,0.0400268428881734,0.84063591965736,-3.47599251198803,"NOT"
"9530059O14Rik",0.356054170257001,5.42681308669843,2.55821606650156,0.0400437411151479,0.84063591965736,-3.47628553227668,"NOT"
"Hras1",-0.351376358419203,7.60528568076782,-2.55815412075084,0.040047229661849,0.84063591965736,-3.47634601005473,"NOT"
"Sf3b4",0.897507643598706,5.05767388349269,2.55499228409704,0.0402257152550206,0.84063591965736,-3.47943357888774,"UP"
"Gm13941",0.454859117716941,4.38182598002294,2.55404776359441,0.0402791947340283,0.84063591965736,-3.48035616458716,"NOT"
"Pacrg",-0.373623248441412,3.64395043777003,-2.55219214498765,0.0403844780430914,0.84063591965736,-3.48216902499397,"NOT"
"E2f5",-0.371148561884445,7.62691874801121,-2.55180503300269,0.0404064781138089,0.84063591965736,-3.48254727286487,"NOT"
"Mirg",1.18657063708968,5.37462717356381,2.55148088527399,0.0404249094898866,0.84063591965736,-3.48286401307681,"UP"
"Pcgf5",-0.369555613339632,7.66041900441245,-2.55128429152021,0.0404360922992234,0.84063591965736,-3.48305612079982,"NOT"
"Nrxn3",0.301250461031742,5.59074847172291,2.5508824524242,0.0404589601136063,0.84063591965736,-3.48344880587965,"NOT"
"Kcng1",0.451270137644528,4.99326841759507,2.54975704848986,0.0405230765022044,0.84063591965736,-3.48454868321799,"NOT"
"2410075B13Rik",-0.454071425120087,6.11921860298835,-2.54970291840703,0.0405261630730287,0.84063591965736,-3.48460158961345,"NOT"
"Nans",0.408539243222235,7.45667232922486,2.54952828745461,0.0405361224435802,0.84063591965736,-3.48477227534905,"NOT"
"Gm4285",-0.627077547444773,7.4025966837926,-2.54929294229058,0.0405495484539206,0.84063591965736,-3.48500230984764,"NOT"
"Spata19",0.529043985838658,3.5334413820428,2.54906743532098,0.0405624175770608,0.84063591965736,-3.48522273482137,"NOT"
"4930447A16Rik",0.506245721546828,4.47365090094366,2.54892635539282,0.0405704708307103,0.84063591965736,-3.4853606387072,"NOT"
"6530439I21",0.512945286607213,3.93776733727362,2.54854611759893,0.0405921842414985,0.84063591965736,-3.48573232915845,"NOT"
"Mageb18",1.62980856464521,2.39777680285058,2.54828050791196,0.0406073590454227,0.84063591965736,-3.48599197921486,"UP"
"Gm10499",0.436193491178583,10.8009091856293,2.54813580911121,0.0406156284691002,0.84063591965736,-3.48613343513268,"NOT"
"Prg4",0.508547793462352,9.5849905648801,2.54808569988028,0.040618492583159,0.84063591965736,-3.4861824219777,"NOT"
"Krtap16-7",0.658838707618863,2.70042410157126,2.54804421153506,0.0406208641095368,0.84063591965736,-3.48622298127775,"NOT"
"Gm17776",1.22753562668235,0.770247803371519,2.54738008849925,0.0406588459427717,0.84063591965736,-3.48687226266284,"UP"
"Ifna13",-1.10868369174527,2.43728484773226,-2.54724713084533,0.0406664543798434,0.84063591965736,-3.48700225579602,"DOWN"
"Mir101b",-0.581845156928994,4.03476124914056,-2.54640105159975,0.040714905751955,0.84063591965736,-3.48782952321885,"NOT"
"4930473D10Rik",0.425153543853083,5.15601236288599,2.54546793741241,0.0407684112572335,0.84063591965736,-3.48874199652731,"NOT"
"Pcbp3",0.427840523616567,4.65582825067341,2.54442219883344,0.0408284621210634,0.84063591965736,-3.48976473500001,"NOT"
"Gstm5",0.468846629364783,8.19869491062115,2.5440570903264,0.0408494500193659,0.84063591965736,-3.49012184610628,"NOT"
"Ercc1",-0.485147764690589,6.75925345135976,-2.54350652240357,0.0408811202015148,0.84063591965736,-3.49066038640737,"NOT"
"Aplp1",0.382722988927133,5.63462656044336,2.54267341693858,0.0409290915445289,0.84063591965736,-3.49147536535409,"NOT"
"Shmt1",-0.331262219285012,10.6532358636888,-2.54103316750596,0.0410237114156009,0.84063591965736,-3.49308018450133,"NOT"
"4930447K03Rik",-0.454459098749239,4.22060526665295,-2.54093880315289,0.0410291618949558,0.84063591965736,-3.49317252092593,"NOT"
"Mospd2",-0.307120783422803,8.81361223243667,-2.54020267804938,0.0410717064322664,0.84063591965736,-3.4938928651749,"NOT"
"Hist3h2ba",0.612006751580052,1.02702530983542,2.53946654201845,0.0411142977213086,0.84063591965736,-3.49461328880811,"NOT"
"Efcab2",0.463707746036389,6.6286938117758,2.53945045002021,0.0411152292861193,0.84063591965736,-3.49462903809865,"NOT"
"Magi2",0.416513515601846,4.9580207111303,2.53917721036943,0.0411310504814741,0.84063591965736,-3.49489646363075,"NOT"
"Ipp",-0.313204330178813,6.87324424345468,-2.53894524935497,0.0411444865444653,0.84063591965736,-3.49512349628963,"NOT"
"Trim47",0.357281877878137,6.55969119242935,2.53820437985044,0.0411874312554698,0.84063591965736,-3.49584867051709,"NOT"
"Hsd3b1",0.633177161019586,3.09902720969727,2.53789388541017,0.0412054430833944,0.84063591965736,-3.49615260778957,"NOT"
"5830454E08Rik",-0.533132594587564,4.72781795624672,-2.537585591756,0.0412233353890852,0.84063591965736,-3.49645440280683,"NOT"
"Ugp2",-0.308821676893919,10.7056872619722,-2.53747801895674,0.041229580456063,0.84063591965736,-3.49655971086464,"NOT"
"Rrp9",-0.323573320394018,6.85516880885302,-2.53724882558379,0.0412428894221214,0.84063591965736,-3.49678408387928,"NOT"
"Faah",-0.297423864078612,10.4000999325123,-2.53656538917347,0.0412826023642957,0.84063591965736,-3.49745318573194,"NOT"
"1700039E15Rik",0.589317375885726,4.30089511206055,2.53540902876241,0.0413498868894726,0.84063591965736,-3.49858542651867,"NOT"
"Mrpl2",-0.294460062457942,7.93065583017393,-2.53482049441423,0.041384175620517,0.84063591965736,-3.49916174977078,"NOT"
"Spag9",-0.292932618117955,8.75973790485801,-2.53311392941047,0.0414837702765119,0.84063591965736,-3.50083315275138,"NOT"
"Exo1",0.389719560701431,4.64228522277731,2.5327815937298,0.0415031944112369,0.84063591965736,-3.50115868355959,"NOT"
"Sgms1",-0.361507798882832,7.54794478877451,-2.53274623676857,0.0415052614905971,0.84063591965736,-3.50119331737104,"NOT"
"Olfr430",0.390514020963743,4.33869722260437,2.53254884709906,0.0415168034893719,0.84063591965736,-3.50138667274639,"NOT"
"Pdxk-ps",0.59151061113761,5.56288850419444,2.53208701144064,0.0415438215863532,0.84063591965736,-3.50183908839982,"NOT"
"Gm4975",0.622739070208063,4.34929687272862,2.53053503534179,0.0416347492447682,0.84063591965736,-3.50335960486024,"NOT"
"Olfr1094",0.734827791306828,2.66398313983839,2.52951833676806,0.0416944285919953,0.84063591965736,-3.50435585764997,"UP"
"Olfr1036",0.474790496582735,4.42430667198775,2.52859060027274,0.0417489639170077,0.84063591965736,-3.50526505007671,"NOT"
"Olfr319",0.676073773921307,3.51044512031473,2.52807676946903,0.0417792005957843,0.84063591965736,-3.50576865638929,"NOT"
"Bai1",0.32971279159797,5.44536843441551,2.52763570075982,0.0418051737904364,0.84063591965736,-3.50620097472605,"NOT"
"Il12a",0.341725707808274,5.93588156834225,2.52737097604407,0.0418207707221314,0.84063591965736,-3.50646045920392,"NOT"
"Gldn",2.56763145473927,5.12075430310081,2.52731078282791,0.04182431800699,0.84063591965736,-3.50651946211081,"UP"
"Vmn1r148",-0.737187113787988,3.33742014858934,-2.52673399385834,0.0418583250638106,0.84063591965736,-3.50708486806457,"DOWN"
"Mir758",0.627338532115137,4.93510702152585,2.526366181802,0.0418800260732225,0.84063591965736,-3.5074454429172,"NOT"
"Vmn1r128",0.347045817722068,4.897587494517,2.52557659014647,0.0419266518879395,0.84063591965736,-3.50821955510716,"NOT"
"Fhad1",0.444769694556164,5.14514897127016,2.52541693801086,0.0419360860201168,0.84063591965736,-3.50837608677734,"NOT"
"Syt3",-0.899792336441161,5.80441572826778,-2.5252164326504,0.041947937383475,0.84063591965736,-3.50857267766486,"DOWN"
"Bdkrb1",0.618394590634355,4.41807194900078,2.52493476519352,0.0419645919408425,0.84063591965736,-3.50884885455134,"NOT"
"1700007M16Rik",0.4262844576106,3.03264925207262,2.52466110595173,0.0419807795986399,0.84063591965736,-3.5091171887605,"NOT"
"Chi3l1",3.22380966117826,5.36094119858067,2.52389643381513,0.042026046525822,0.84063591965736,-3.50986703068109,"UP"
"Gm13275",-0.749145095688646,4.18247576597312,-2.52321091227793,0.0420666712387537,0.84063591965736,-3.51053931868503,"DOWN"
"Svs3b",0.42553366877605,4.08002892650693,2.52252585181829,0.0421073095933905,0.84063591965736,-3.51121121265114,"NOT"
"Limk1",0.424856856605937,7.01121880646353,2.52199813494328,0.0421386421453968,0.84063591965736,-3.51172882668558,"NOT"
"Wdr46",-0.308828565983081,9.00623784338644,-2.52161881619004,0.0421611787749905,0.84063591965736,-3.51210090486536,"NOT"
"Xlr5c",1.23019253394265,2.61745760742331,2.52015770741126,0.0422481059252173,0.84063591965736,-3.5135342895214,"UP"
"Gm19938",-0.495258585244148,4.27927182317575,-2.51989635044411,0.0422636748046204,0.84063591965736,-3.51379071508553,"NOT"
"Nipal1",-0.967193054746788,7.43703667898795,-2.51985265013449,0.0422662785905354,0.84063591965736,-3.51383359165937,"DOWN"
"Actr3b",0.48562858967981,4.83086492852631,2.51942697433681,0.0422916502998185,0.84063591965736,-3.51425125592595,"NOT"
"Gm9041",0.790727953524863,3.27275850940851,2.51931295932826,0.0422984486770271,0.84063591965736,-3.51436312887867,"UP"
"D19Bwg1357e",-0.338357356857871,8.54696970110438,-2.51916551097768,0.0423072422770947,0.84063591965736,-3.51450780941885,"NOT"
"4930432K09Rik",0.354423909463764,4.46467922018731,2.5189482505226,0.0423202028449215,0.84063591965736,-3.51472099647155,"NOT"
"Cdc37l1",-0.308358563684826,8.04405510584183,-2.51762667118312,0.0423991303592196,0.84063591965736,-3.51601792270863,"NOT"
"Larp1b",-0.338020330998242,9.66026499900227,-2.51744434471841,0.0424100313365759,0.84063591965736,-3.51619686485949,"NOT"
"Zbtb2",-0.336888983793248,6.11869114372145,-2.51731450558363,0.0424177959725216,0.84063591965736,-3.51632429643094,"NOT"
"Olfr945",0.446429540477325,3.01566393625008,2.51700266063089,0.0424364509770073,0.84063591965736,-3.5166303674047,"NOT"
"Fgfr1",0.613626524788979,7.31731740983497,2.51678379859221,0.0424495487263814,0.84063591965736,-3.51684518422301,"NOT"
"Apol10a",1.22198382743347,3.52582061796748,2.51657565881057,0.042462008719075,0.84063591965736,-3.51704948241671,"UP"
"Spsb2",-0.342018115828205,7.06808097346235,-2.51614327903438,0.0424879047236146,0.84063591965736,-3.51747389884509,"NOT"
"Olfr176",-1.00407201084192,0.75910898648452,-2.51523792486572,0.0425421814217927,0.84063591965736,-3.51836265289423,"DOWN"
"Foxred2",0.436243879675835,5.06335244217706,2.51516645494743,0.0425464691804382,0.84063591965736,-3.5184328166518,"NOT"
"Nefm",0.635414118236183,5.50190866172055,2.51512858192126,0.0425487415135455,0.84063591965736,-3.5184699977765,"NOT"
"C87436",-0.348503219806412,7.57958644740546,-2.51447198134682,0.0425881568460799,0.84063591965736,-3.51911463083363,"NOT"
"Mir3964",0.819706562238736,1.98921950260909,2.51401592445905,0.042615556086054,0.84063591965736,-3.51956240644435,"UP"
"4930551L18Rik",0.293334896811668,4.61937208535743,2.51343641786962,0.0426503985461844,0.84063591965736,-3.52013142677718,"NOT"
"Siah2",-0.311240011088223,7.51237517758019,-2.51342884406609,0.0426508541129833,0.84063591965736,-3.52013886380321,"NOT"
"Gm20202",0.598835948306568,3.98641229963401,2.51331175469765,0.0426578977234932,0.84063591965736,-3.52025383951229,"NOT"
"Rangap1",-0.327143550564445,8.55121077320018,-2.51288183383693,0.0426837703905535,0.84063591965736,-3.52067601393631,"NOT"
"Fnta",-0.359329364978559,7.78052556235343,-2.51264763938161,0.042697871117816,0.84063591965736,-3.5209059980996,"NOT"
"Ccdc84",-0.338062012237483,7.92257279718436,-2.51263916626477,0.0426983813709075,0.84063591965736,-3.52091431901419,"NOT"
"Usp17l5",0.384077079392909,3.60815676534105,2.51249789557815,0.0427068896623722,0.84063591965736,-3.52105305335147,"NOT"
"Sult5a1",0.533042643202874,8.6316088015994,2.51211084945825,0.0427302093031832,0.84063591965736,-3.52143316298044,"NOT"
"Gm4868",0.317968796997454,4.33907538566223,2.51208323249673,0.0427318737408624,0.84063591965736,-3.5214602856995,"NOT"
"Kctd9",-0.302484735669204,7.97852492984639,-2.51138498540425,0.0427739786522435,0.84063591965736,-3.52214606760435,"NOT"
"Zfp317",-0.389150119533761,7.704294380558,-2.50966658112783,0.0428777843828879,0.84063591965736,-3.5238340474298,"NOT"
"Olfr1504",-0.559880550795183,2.02666168270838,-2.50918921796187,0.0429066676595038,0.84063591965736,-3.52430302254497,"NOT"
"F2rl2",0.636837920411751,5.01788089782296,2.50891012108628,0.0429235640623379,0.84063591965736,-3.52457722804605,"NOT"
"D930049A15Rik",0.310250412538216,4.86646746817689,2.50875363944743,0.0429330404289966,0.84063591965736,-3.52473097136596,"NOT"
"1700113A16Rik",-0.461424851131117,6.65749717307436,-2.50835639475911,0.0429571069614321,0.84063591965736,-3.52512127788951,"NOT"
"Fa2h",0.375071486568451,6.2072982829666,2.50756586584045,0.0430050419645819,0.84063591965736,-3.52589805655255,"NOT"
"Aasdh",-0.33269939354108,7.0920128490516,-2.50693348721244,0.0430434274351098,0.84063591965736,-3.52651949023051,"NOT"
"Polr3e",-0.374790445572462,7.31469694096152,-2.50629254070778,0.0430823694449075,0.84063591965736,-3.52714939285936,"NOT"
"4930429F24Rik",-0.442797963793046,4.53831111840011,-2.50625690362197,0.043084535726691,0.84063591965736,-3.52718441735518,"NOT"
"Oxct2a",-0.520633754126394,2.92206156821254,-2.50615730693049,0.0430905905418704,0.84063591965736,-3.52728230282553,"NOT"
"Zfp389",-0.719037537765134,4.57268304426768,-2.50615445271516,0.0430907640722239,0.84063591965736,-3.52728510801881,"DOWN"
"Ddost",0.281498675973578,10.9718208996362,2.50569823688679,0.043118510416449,0.84063591965736,-3.52773350084651,"NOT"
"Slc17a9",0.551484595587454,7.23395832312112,2.50564282882248,0.0431218815183471,0.84063591965736,-3.52778796050805,"NOT"
"Gm16523",0.361697320168425,5.22022294997895,2.50513342619248,0.0431528871497022,0.84063591965736,-3.52828866121553,"NOT"
"Mpi",0.367493321981614,8.61751188559005,2.50495704719637,0.0431636281664511,0.84063591965736,-3.52846203449724,"NOT"
"Lilra6",1.75850121197538,6.60922697145455,2.5025007921642,0.0433134977380963,0.84063591965736,-3.53087682146877,"UP"
"Ptgds",1.59730881650468,7.96410303275731,2.50240420659732,0.0433194020290187,0.84063591965736,-3.53097179124976,"UP"
"Cldn7",0.780100585661351,3.8852881320011,2.50187338071451,0.043351866482788,0.84063591965736,-3.53149375691848,"UP"
"Abcc12",0.399584337799746,5.93116191627228,2.50138656961036,0.0433816613640426,0.84063591965736,-3.53197247221574,"NOT"
"Mir32",-0.444257715961968,3.84668073269533,-2.5012868902763,0.0433877647903936,0.84063591965736,-3.53207049736178,"NOT"
"Plbd1",0.382277429599771,10.1875705543573,2.50122761576348,0.0433913946294171,0.84063591965736,-3.53212878877356,"NOT"
"Cys1",-0.476894946874744,5.01480537799971,-2.50021987732414,0.0434531547573219,0.84063591965736,-3.53311987776231,"NOT"
"Dsg1b",0.557954783313057,3.4950272900452,2.49946148047134,0.0434996942034146,0.84063591965736,-3.53386582490467,"NOT"
"Ubxn1",-0.341720016572395,9.54442133209034,-2.4992961188988,0.0435098486072792,0.84063591965736,-3.53402848107004,"NOT"
"CK137956",0.380395627744501,6.24564892334356,2.498910606953,0.04353353144317,0.84063591965736,-3.53440769852427,"NOT"
"Cecr2",-0.373649726240755,7.62974713482573,-2.49809996361317,0.0435833748723576,0.84063591965736,-3.53520516392801,"NOT"
"Ptgr2",-0.312876558728341,8.86089438262186,-2.497855272759,0.0435984316840756,0.84063591965736,-3.53544589247046,"NOT"
"Taf9b",0.489544487660988,6.350516737901,2.49773105202097,0.0436060775603182,0.84063591965736,-3.53556810442005,"NOT"
"Cfhr1",-0.327886435651747,10.7723762977159,-2.49558789275015,0.043738210858165,0.84063591965736,-3.53767689600592,"NOT"
"Atp6v0d2",0.936495742434975,6.76294910193414,2.49536674623651,0.0437518690497436,0.84063591965736,-3.53789452733699,"UP"
"Fam110b",0.379819065801237,5.1881977927426,2.49523469760763,0.0437600266017569,0.84063591965736,-3.53802447979033,"NOT"
"Ocstamp",0.349725071152148,6.69364770987817,2.49520849140649,0.0437616457275481,0.84063591965736,-3.53805027023366,"NOT"
"Xk",-0.328444986806242,7.20387921849684,-2.49366552050623,0.0438570868928546,0.84063591965736,-3.53956890588752,"NOT"
"Vmn1r57",-0.705090290928835,3.08505976247215,-2.49260113561811,0.0439230513123677,0.84063591965736,-3.54061666821436,"DOWN"
"Hsd17b7",-0.52157918315558,9.82848584171024,-2.49118918708464,0.0440107152891057,0.84063591965736,-3.54200677318696,"NOT"
"AA386476",-0.442332079442207,5.45340207636067,-2.49108136077179,0.0440174174147162,0.84063591965736,-3.54211294105713,"NOT"
"Abhd8",0.445370137559993,7.00216377363521,2.49107107984917,0.0440180564982598,0.84063591965736,-3.54212306392381,"NOT"
"Slco4c1",0.555154715205433,4.77319411152611,2.49068208730266,0.0440422441886916,0.84063591965736,-3.54250608538092,"NOT"
"Gm14781",-0.867177052046969,1.04018478587082,-2.49063014052702,0.0440454753050326,0.84063591965736,-3.54255723611839,"DOWN"
"Sybu",0.801385004431081,4.88809113282039,2.48992941553482,0.0440890849057593,0.84063591965736,-3.54324725423566,"UP"
"Itpka",-0.358394099917166,6.16951619004233,-2.48979146185816,0.0440976757476716,0.84063591965736,-3.54338310684217,"NOT"
"Ccdc61",-0.368414187538067,7.86269971941694,-2.487488034635,0.0442413758835652,0.84063591965736,-3.54565178332037,"NOT"
"Bag1",-0.326735080917043,8.63922482525552,-2.48707528793949,0.0442671767270932,0.84063591965736,-3.54605836899526,"NOT"
"Gm5643",1.00010415051304,1.17374589853177,2.48534107395414,0.044375754027358,0.84063591965736,-3.54776691492522,"UP"
"Zbtb43",-0.342096592612861,7.94714004585023,-2.48496088974546,0.044399594005374,0.84063591965736,-3.54814151911691,"NOT"
"Mtap7",-0.278504764192644,8.03682777592145,-2.48457015719461,0.0444241093311757,0.84063591965736,-3.54852653444966,"NOT"
"Gm5334",0.442194984134666,5.36591471076141,2.48415671142819,0.0444500650793571,0.84063591965736,-3.54893395009184,"NOT"
"Cc2d2b",0.422150410605136,5.15152825591714,2.48369469805337,0.044479088543704,0.84063591965736,-3.54938924860878,"NOT"
"LOC100861848",-0.529528698176498,8.11981276992371,-2.48295183164497,0.0445257964474546,0.84063591965736,-3.55012137050822,"NOT"
"Sdsl",-0.671327225985202,7.00482658099352,-2.48133152862977,0.0446278506671614,0.84063591965736,-3.55171846128456,"NOT"
"Ugt2b34",0.29189324537753,12.0558257173777,2.48109407655001,0.0446428269528528,0.84063591965736,-3.55195253733061,"NOT"
"A330070K13Rik",0.427864211771984,5.0076427582484,2.48078189916954,0.0446625241832764,0.84063591965736,-3.55226028622592,"NOT"
"1700071K01Rik",0.299201245792171,5.29882387548859,2.48054502512009,0.044677476091562,0.84063591965736,-3.55249380758498,"NOT"
"Fam175a",-0.291578473848983,7.65847042236627,-2.47945729023138,0.0447462027801846,0.84063591965736,-3.55356623043491,"NOT"
"Gbf1",0.310457332096181,9.86018826221606,2.47928628256115,0.0447570176186653,0.84063591965736,-3.55373484331754,"NOT"
"Speer3",-0.739226029971574,2.82182873959642,-2.47896857493256,0.0447771172560565,0.84063591965736,-3.55404811077486,"DOWN"
"Cyp2c29",-0.598611717083912,12.4606266505056,-2.47892991856251,0.0447795634759457,0.84063591965736,-3.55408622769515,"NOT"
"Folr4",0.323142480645215,5.91148466349541,2.47645496794176,0.0449364711593233,0.84063591965736,-3.55652700029131,"NOT"
"Hspbap1",0.508224078536394,6.46116512442992,2.47598840891223,0.0449661142674117,0.84063591965736,-3.55698719560968,"NOT"
"0610012G03Rik",-0.301574586281804,8.25652876360187,-2.47557559356316,0.0449923597096812,0.84063591965736,-3.55739440122455,"NOT"
"Erf",-0.321626760867497,7.50652530950845,-2.47523338272406,0.0450141284357891,0.84063591965736,-3.55773197665951,"NOT"
"N6amt1",-0.340565681231626,6.56572425603288,-2.47462476969341,0.0450528706336191,0.84063591965736,-3.55833237906404,"NOT"
"Pddc1",-0.308112765295679,8.5163340487502,-2.47443455463782,0.0450649861818428,0.84063591965736,-3.55852003672555,"NOT"
"Pga5",0.402710886224213,5.1956368560356,2.47345061839748,0.0451277111222718,0.84063591965736,-3.5594908106008,"NOT"
"2810417H13Rik",0.890742034989414,5.29672197956816,2.47132526021741,0.0452635108251601,0.84063591965736,-3.56158811652917,"UP"
"4933400L20Rik",0.307891007851107,4.01013309016888,2.47132346112334,0.0452636259581768,0.84063591965736,-3.56158989209652,"NOT"
"Lrrc18",0.481347866955491,5.83786447600512,2.47039441788078,0.0453231208009453,0.84063591965736,-3.56250683571532,"NOT"
"Ppp4r4",-0.600626353484891,6.3461714114004,-2.46850868225844,0.0454441314069261,0.84063591965736,-3.56436831508034,"NOT"
"Grsf1",-0.297948753690816,9.92907228849235,-2.46745022928691,0.045512201219713,0.84063591965736,-3.56541333071028,"NOT"
"Siglech",0.584792860690399,5.68699887870123,2.46705179314336,0.0455378523816984,0.84063591965736,-3.56580674161473,"NOT"
"9030624G23Rik",0.764218823986557,4.12346920231962,2.46625584132827,0.0455891404830293,0.84063591965736,-3.56659270856121,"UP"
"Zfyve19",-0.294378110785586,7.02454386047014,-2.46623985405797,0.0455901712570993,0.84063591965736,-3.566608496015,"NOT"
"Plekhh3",-0.366710657321319,6.19831599339767,-2.46597502521144,0.0456072495381428,0.84063591965736,-3.56687001912357,"NOT"
"BC027231",-0.381106073192233,7.25152861310243,-2.4658315320563,0.0456165059032067,0.84063591965736,-3.56701172444204,"NOT"
"Mir1945",0.49748020875675,5.29358902701761,2.46577574466477,0.045620105128212,0.84063591965736,-3.56706681738727,"NOT"
"Tesk2",-0.319713915731239,7.83616287209242,-2.46559089380143,0.0456320332287153,0.84063591965736,-3.56724936973267,"NOT"
"Atg3",-0.319496960303232,10.1449162052917,-2.46544009163524,0.0456417666293147,0.84063591965736,-3.5673982996264,"NOT"
"Ntng2",0.408470236282153,5.64760901006119,2.46507522003551,0.0456653258974939,0.84063591965736,-3.56775865185129,"NOT"
"Mir363",1.02714086295775,1.84032851063119,2.46498953560606,0.0456708602593593,0.84063591965736,-3.5678432771622,"UP"
"Opalin",0.362897690079293,4.57440164304519,2.46486823979968,0.0456786959546837,0.84063591965736,-3.56796307509032,"NOT"
"Pxmp2",-0.300143432059436,9.12044119590725,-2.46481376686393,0.045682215355079,0.84063591965736,-3.56801687588344,"NOT"
"Cntn1",0.450162545862837,5.70707199565967,2.46459799328626,0.0456961588768925,0.84063591965736,-3.56822999032697,"NOT"
"4930522L14Rik",-0.571946811620609,7.13321574291869,-2.46388750700184,0.0457421025580575,0.84063591965736,-3.56893175799977,"NOT"
"Akr1c20",0.287473153973794,10.1780387187871,2.46361976884115,0.0457594283382654,0.84063591965736,-3.56919622546225,"NOT"
"Cdhr2",0.361100022895235,5.25071954065912,2.46183504876334,0.0458750950305594,0.84063591965736,-3.57095935008441,"NOT"
"Cxcr2",0.447200008166319,6.02511715372894,2.46132021025452,0.045908517889148,0.84063591965736,-3.57146802567125,"NOT"
"Dlat",-0.315164745520361,8.62843958348024,-2.45960447103275,0.0460200850498577,0.84063591965736,-3.57316344167731,"NOT"
"Gm16677",0.709900798189894,5.5929466492616,2.45916958677294,0.0460484084615984,0.84063591965736,-3.57359322717222,"UP"
"Atf5",-0.503264115427918,9.53723935257322,-2.45799020368065,0.0461253113036438,0.84063591965736,-3.57475888937342,"NOT"
"Isca1",-0.316464936522916,8.88955010988834,-2.45785002423855,0.0461344607161342,0.84063591965736,-3.57489744832952,"NOT"
"Galt",-0.288976737827468,9.27416240979369,-2.45772817009325,0.0461424155822694,0.84063591965736,-3.57501789561682,"NOT"
"Atpif1",0.372212988298179,9.63978529515317,2.45601828970191,0.0462541902589887,0.84063591965736,-3.57670820970959,"NOT"
"Gm3414",-0.437530959189587,6.9493250248918,-2.45595840109744,0.0462581102672523,0.84063591965736,-3.5767674189195,"NOT"
"Adrbk2",0.908609585730217,7.15516303307051,2.45534119811437,0.0462985294065599,0.84063591965736,-3.57737764345641,"UP"
"Fcrls",0.406155619325359,4.94352171139318,2.45526490679839,0.0463035280897767,0.84063591965736,-3.57745307512719,"NOT"
"A330043C09Rik",0.937340970108608,2.88619308215833,2.4543209887956,0.0463654209609459,0.84063591965736,-3.57838641072776,"UP"
"Lhx6",0.349922533064077,6.78335177372393,2.45341031888469,0.0464252152390025,0.84063591965736,-3.57928696488474,"NOT"
"Lzts1",0.572981691210882,5.3121357454279,2.45192740416925,0.0465227544569339,0.84063591965736,-3.58075360428999,"NOT"
"Spin2",0.399190308547497,4.25721445334646,2.45176976305565,0.0465331358686388,0.84063591965736,-3.5809095295876,"NOT"
"Mir181a-1",-1.05902495712862,1.05804518228098,-2.45171524085981,0.0465367269728787,0.84063591965736,-3.58096345898683,"DOWN"
"Ilf2",-0.349292541929143,8.32954484082363,-2.45159642307935,0.0465445539031476,0.84063591965736,-3.58108098605199,"NOT"
"Mnd1",-0.450811945146809,4.79251241941139,-2.45089587941405,0.0465907289045233,0.84063591965736,-3.58177395147463,"NOT"
"2610524H06Rik",1.5380122675445,5.77152830047545,2.45082984909204,0.0465950836211869,0.84063591965736,-3.58183927030149,"UP"
"Gm5632",1.00777546678764,1.99579793340972,2.45081538702306,0.0465960374547965,0.84063591965736,-3.58185357660197,"UP"
"Gm19331",0.436391160121497,4.52424090144153,2.45010481999202,0.0466429272997352,0.84063591965736,-3.58255651869102,"NOT"
"Eif2a",-0.292118521499917,9.24468829867424,-2.44946749291261,0.0466850257922987,0.84063591965736,-3.58318705416151,"NOT"
"Tcl1b4",-0.618017097377419,5.22170111782539,-2.44928994118106,0.0466967609597402,0.84063591965736,-3.58336272180963,"NOT"
"Hormad2",0.563154864089087,4.14701343275946,2.44904166329132,0.0467131758659962,0.84063591965736,-3.58360837093404,"NOT"
"Abca4",0.345340031710745,4.90651094527048,2.44878979540971,0.0467298342497944,0.84063591965736,-3.58385757897848,"NOT"
"Cyp3a16",0.430266143741399,5.21210267250723,2.44779473048118,0.0467957075941346,0.84063591965736,-3.5848422038644,"NOT"
"Mcf2",0.51490167609129,4.03835390218532,2.44613618911126,0.0469057175605954,0.84063591965736,-3.58648358591796,"NOT"
"Lce1a1",1.47796562988904,1.74752033493415,2.44538644071019,0.046955536008952,0.84063591965736,-3.58722567640285,"UP"
"Clk1",-0.285316259391506,9.11330462966713,-2.44537887618947,0.0469560389277444,0.84063591965736,-3.58723316397335,"NOT"
"Olfr1490",-0.368869944329267,4.44994220772077,-2.44485851487822,0.0469906480057599,0.84063591965736,-3.58774824692964,"NOT"
"Slc22a26",1.49843614544703,7.57971809988433,2.4445613378261,0.0470104250480312,0.84063591965736,-3.58804242281177,"UP"
"Gpr123",0.430475614479037,5.70552064233338,2.44413983570971,0.0470384907115569,0.84063591965736,-3.58845968476072,"NOT"
"BC068281",-0.313220426763261,6.57660334151953,-2.44382309770798,0.0470595921202175,0.84063591965736,-3.58877324925532,"NOT"
"Spata24",0.441839469788232,6.79116875866987,2.44366327117499,0.0470702436582057,0.84063591965736,-3.58893147858841,"NOT"
"Celsr1",0.349997995277184,8.17138980430101,2.44209588821661,0.0471748336564508,0.84063591965736,-3.59048334574149,"NOT"
"March4",0.447181846637341,5.25426779614304,2.44158712655129,0.0472088346990083,0.84063591965736,-3.59098712858582,"NOT"
